author,categoria,ciberacoso,texto,Unnamed: 4
Josemar66334695,3.0,1.0,Perro malparido Quiera Dios Que a ningún familiar tuyo le de cáncer Gonorrea catrehijueputa,
S_baz22,2.0,1.0,Que dice la corroncha de su madre,
princesaequivok,3.0,1.0,¿Cuál es tu gracia? Suicidate.,
"daleokentiendo
",1.0,1.0,De hoy no pasas sapa hijueputa,
MariaMa17126015,4.0,1.0,"El hijo de puta de petro les pagaba para que acabarán con el país, guerrillero hijo de puta.",
Al3jandra_13,1.0,1.0,te voy a buscar a la escuela,
gloriadavila90,1.0,1.0,"Pinché viejo insoportable, nefasto, inmamable, inmunda rata, pero no te olvides que el que ríe al último ríe mejor. ",
alojomor4,3.0,1.0,"ahorquese, es gratis",
"yussuccar
",3.0,1.0,"Tras de que es feo, se viste feo, juega de gracioso y solo estupideces dice... peguese un tiro",
Erickcol20,2.0,1.0,"NO se afane, lo malparido es de nacimiento y hasta que se muera",
heyalfredd,2.0,1.0,"Pensé que lo había visto todo, pero los ❤️ en las fotos de esa fea ya es mucho.",
Tom_Arctus,4.0,1.0,"Esto es muy grave y todos los bogotanos agüevados dejando que la bandida de 
ClaudiaLopez
 en contubernio con la rata del vende-volvos nos mangoneen a su antojo. ¡Malparidos! ",
PabloRodriguezB,4.0,1.0,"Los pájaros tirándole a las escopetas. El uno suplantador de personalidad para estafar, y el otro multado por pertenecer a un cartel!",
Alonzo_Jarris,2.0,1.0,El propósito de este payaso es hacer el ridículo y cada vez caer más bajo,
"RTVCnoticias
",4.0,1.0,"Luego de los desmanes en el Centro de Desarrollo Infantil, las autoridades confirmaron que el presunto abusador de una niña de cuatro años, está retenido. ",
josalcon,4.0,1.0,SOS señor fiscal funcionario policial abusador,
franjavvier,2.0,1.0,Mediocre su madre ph,
LaGenteDePetro,4.0,1.0,malparido infiltrado a cuantos hizo matar?,
__MarioSerrano,2.0,1.0,"No puede ser que la vicky sea géminis igual que yo, maldita  bruja.",
afgmunoz,2.0,1.0,La diferencia es que uno es tu patrón y vos un lameculos,
AndrsCasanova10,2.0,1.0,Severo imbécil,
EPETEEUTA1,2.0,1.0,Seguro que a este bobo le pagan por echar cepillo ?será tan idiota que hasta creerá realmente lo que DICE? Qué jijueputa taan ATOLONDRADO!!,
JoneJhon,4.0,1.0,"La peor escoria que ha mal parido está tierra latina, un aprovechado de la revolución y descontento de tantos, para con discursos de resentidos e incapaces, con armas llegar al poder y hacer las peores porquerías que un ser humano puede hacer. Asesino, homofobico y secuestrador.",
emanueldavid25,2.0,1.0,Y q espera entonces pa largarse de acá y así no soporta mas basura como es usted chao mija q acá nadie la quiere more donde la aceptan cosa q veo difícil pero lárguese ya y no joda mas,
5toelementogti,2.0,1.0,Está si es mucha tonta 🤣🤣  No entendió !! 😂😂😅😅😅.,
antologiaverde,2.0,1.0,Y vos feliz con eso no Bochinchera de mierda,
"elaballarde
",2.0,1.0,"Eres culo de marica , no comentas nada bueno",
Linamaros,1.0,1.0,Ojalá me leas malparido seguí así y te daño la moto,
jfonsecasi,2.0,1.0,Un secreto a voces y a todas estas no le carga rencor a su madre que fue la que lo adoctrinó,
RangPerez,4.0,1.0,"Quien es la persona objeto de la amenaza?
Porque hablan de dividir el territorio como cualquier banda criminal?",
arjoseortiz,4.0,1.0,usted es un BANDIDO más....,
tutibreaker,2.0,1.0,Positivo para analfabeta digo uribista,
"germandavidrpte
",4.0,1.0,"Definitivamente este hpta no puede ser alcalde de Tunja, que porquería, apoyando a esa rata asquerosa que acabo con el buen funcionamiento que tenía el Hospital San Rafael y que desfinancio de que manera la UPTC",
"Osmejamen
",4.0,1.0,Miserable asesina caníbal a usted no deberían ni dejarla entrar a los baños del Senado,
joluviqui,2.0,1.0,Se suicidó de dos balazos culo e tonta,
Pachinos88,2.0,1.0,Inti debe soñar con uribe. Pobre cacorro resentido. Tremendo pedazo de malparido que no sabe como desviar la atencuon,
ElMundoDeJacc,2.0,1.0,"Y su pareja debe ser muy retrasado para pensar que usted es un humano y no una ameba con la forma de un maíz pira, un pitbull, cualquier pitbull es y será un mejor ser que usted babosa desagradable.",
Ricardo00876,2.0,1.0,PENDEJO PENDEJO PENDEJO,
raulin00001,2.0,1.0,"Amigo es el pegante que se mete este hpta, este chirrete antes habla.",
fnieva857,2.0,1.0,Venga gran mil hijo de las mil putas si es tan barón cosa que no creo haga el hijuputa  favor de renunciar ya que usted maldita escoria,
TheSocialTrend0,2.0,1.0,Ay que ser muy retrasado en la vida para salir con lo que salis vos,
arhianhitha,2.0,1.0,No hable mierda la Javeriana la debió despedir por inepta.,
"diegotabcali
",2.0,1.0,Travesti invertido deja de llorar que te vas a deshidratar 🤡,
conygdk,2.0,1.0,Solo busca likes el aborto mal hecho,
Archerarcher122,2.0,1.0,Por que ud es un bobo atolondrado que solo dice estupideces,
jairo65_,2.0,1.0,"Viejo sinvergüenza,solo dando noticias mal intencionadas y mentirosas,yo no sé cómo un lameculos como vos llegó a ese puesto",
theoldsamy,2.0,1.0,Puro bobito defienden al deforme este jajaha,
_nomesigx_,2.0,1.0,Esta hijueputa es una clasista del asco y a lo bien que cada persona que conozco y la admira también,
"jfran1972
",2.0,1.0,Asco le debió dar a tu madre cuando te parió.,
"jimmy_velasco
",4.0,1.0,"Que símbolos los que usa para justificar a alguien que extorsiona, secuestra y asesina",
Matallanaaa_,4.0,1.0,"CUIDADO con esta rata ⚠️ Su nombre es Marlon alias “Shuzzeen”. Aparte de que es un manipulador y se gana tu confianza, SE ROBA tus cosas. Ojito con este tipo.",
DrOrdonez1,2.0,1.0,"Hable bien, mugroso",
cegomez15,2.0,1.0,"Otro baboso resentido, inútil. Mamerto bazuquero",
"rob_velz8
",3.0,1.0,"Ah ps si de algo hay q morirse tírate de un balcón o q te atropelle un coche, totaaaal de algo hay q morirseee",
YADIRMl,2.0,1.0,cacorro hijo de su gran puta madre,
"Aemon3428
",4.0,1.0,"La actitud de Daniel samper es niño mimado se hizo con dinero robado del estado por su familia.
Pensamiento paraco , arribita y asesino.",
PETRIIISTAAAAS,4.0,1.0,"¿El exconvicto Guerrillero hampón engañabobos de 
petrogustavo
 dio la orden de suicidar al coronel desde su discurso de odio hace 2 días? ",
MauroTomas10,3.0,1.0,"Homosexual reprimido del orto, fracasado que vive en la casa de la madre porque no sirve para nada el forro Ojala Te Mates",
lau_camilita,2.0,1.0,eso me pasa por tonta,
TUSIQUIATRADICE,1.0,1.0,Te vamos a quemar pinche muñeca de plástico derretida! Escoria Mal Nacida! Huele Feo,
pascasio_pedro,2.0,1.0,Ahora dizque el defensor de los humildes. Payaso arribista!! Sinverguenza,
JaviXCubaLibre,4.0,1.0,"El dictador iraní besa en la boca a una niña, está siguiendo los pasos del pédofilo 
@DalaiLama
",
belarit4,1.0,1.0,malparida estupida te voy a cascar hpta,
SebasAranzazu97,3.0,1.0,"Me fastidian sus lamentos, suicidese y no joda tanto!!!",
JorgeMa96588307,4.0,1.0,Analfabeta funcional,
"nelsoncardena18
",4.0,1.0,Sigue la señora davila.junto al asesino zapateiro confabulando el golpe de estado,
MadeleinMedina4,2.0,1.0,"sos una escoria, un cancer",
"magol14
",2.0,1.0, ahí vi a tu madre disfrazada…,
EudisRuiz,2.0,1.0, mariquito mamahuevo,
"MiltonV21
",4.0,1.0,"Este sí es el escándalo político más grande en la historia de Colombia estimado Andrew. El estado narco paramilitar de Álvaro Uribe y el suyo asesinó y desapareció a miles de personas junto con el paramilitarismo, esto sí es un escándalo mundial. ",
solartinho,2.0,1.0,Jaaa sin argumentos los chivos solo violencia SOS un analfabeta roto estudia primero termina la primaria pendejo,
"EdoVelez
",2.0,1.0,Cállese burro,
AndresVilla1020,2.0,1.0,"Otra cacorro que idolatra al Che Guevera, que en su época lo hubiera fusilad0. Petriste maricon",
MacatgonMaria,2.0,1.0,Payaso ridiculo retrasado mantenido paraco y sicario .,
carmatto,2.0,1.0,Esa cree a todo el mundo atolondrado como ella,
alva_jeronimo,2.0,1.0,Usted si es un perfecto petardo opine cuando sepa analfabeta de mierda sopla monda,
ximenagv16,3.0,1.0,MUÉRASE YA PORFA,
IndieBoy07,2.0,1.0,Dios que cosas el tiene cara deforme,
"carpendiem19
",2.0,1.0,jajajaja si la gran zorra de tu madre juega mejor que vos inutil,
"Roque6658147822
",4.0,1.0,"Conmigo No quieres coger Pero cómo andas de caliente para allá Eres una puta
,",
Valechalarca30,3.0,1.0,Que es esto? Los hombres hablando mal de las mujeres? Criticando?? Suicidate viejona.,
tober927,2.0,1.0,Definitivamente ud es el perfecto idiota útil de los comunistas.. cagao y el agua lejos,
divergente_soy,2.0,1.0,Usted es un excremento completo,
TokarevOpina,2.0,1.0,"Rizaz, entiendo que eres retrasado mental, pero no abuses, hay instituciones para gente como tu.",
"JuanCabaIlero
",4.0,1.0,"Estaba cantado desde 2019, Los medios de Sarmiento, Gilinsky,GEA, en contubernio con la derecha y el paramilitarismo, montaron la comedia de Guaidó por una tajada del saqueo de Trump",
EudisRuiz,1.0,1.0,quemen a este perro,
sebasiraheta,1.0,1.0,SUSANA MATATE ESTÁBAMOS EN PAZ VOY A PUBLICAR TUS FOTOS,
milttoncastril,2.0,1.0,este payaso da risa comparando un estudio de seguridad con un delito ,
OtroIndignado_,4.0,1.0,"Deberían sacarlo 
@CaracolRadio
 por machista y misógino.",
iscrivapo,2.0,1.0,"Él es Kyle, también conocido como Kyle Federico, Feo, Gamin, Gay, Mugroso, Callejero, Cosa con ojos.",
"C4s73v37
",4.0,1.0,"Por eso el bandido EEZapateiro
 se apresuró a renunciar, obedeciendo a sus patrones mafiosos, se quitó el uniforme y se puso a entera disposición del paramilitarismo. Toda esta seguidilla de petardos mediáticos, no tienen carga jurídica, sino puramente propagandística.",
ElMundoDeJacc,2.0,1.0, jajajaja usted parece que nació y creció siendo un aborto de cucaracha.,
camilaLpz01,2.0,1.0,"Entre más enano, más sapo",
carlosenriqque,2.0,1.0,"Peruano setenta hpta. Igualado peruano hijo de perra, aborto de mico.",
lostboy7808,4.0,1.0,"se presentó en casa de marta, le dijo que quería volver, y en mitad de la noche recogió sus cosas y salió huyendo! Es tan rata que la utilizó para ahorrarse el hotel!",
afms1912,2.0,1.0,"Y tampoco le da un diploma universitario a ud, analfabeta hijueputa",
NatheUsher,2.0,1.0,Ahora sí somos amigos!! Vieja bruja,
jurobriama,3.0,1.0,Muérete vieja desgraciada,
Dealgolo1,2.0,1.0,Asqueroso ser,
DanielaFallaR,3.0,1.0,Que si su novio le twittea a otra  Peguese un tiro,
"AsdrbalArboled1
",4.0,1.0,"Y sobre todo quien lo dice, una bestia criminal, asesina, genocida, corrupto como el que más, despojador, sicopata, mentiroso mitomano, calumniador; la mayor desgracia de colombia y que fue cagada en tierra antioqueña...vea una descripción acertada",
MariaVi61033398,2.0,1.0,Tome valeriana mugroso.!,
Sebasto19811,2.0,1.0,Usted es un pobre cobarde y un imbécil,
fercafe700,2.0,1.0,Tonta hijueputa,
quebralii,1.0,1.0,te voy a hacer tanto daño q te arrepentirás de no haberme contestado los mensajes,
ruizvargas2591,2.0,1.0,"Acaso se puede ser más bruto, ignorante, e idiota al mismo tiempo.",
"gabypintolopez
",4.0,1.0,A este impostor le asignaron un avión para sus traslados a través del mundo,
davidCalonge3,2.0,1.0,"Venga, Penélope, ¿Qué se siente ser un lameculos todo el hp día?",
AlmeM11854848,2.0,1.0,"Laura me parece repugnante, es una sucia, me das asco",
Full3a6,3.0,1.0,"Muerete, muerete, muerete, suicidate pedazo de maricon care monda",
NataliailataN,3.0,1.0,"Lo más lindo y motivador de la vida es la familia, si usted es muy rudo y no cree eso o no tiene familia así no sea de sangre, suicídese.",
OscarAn03969169,4.0,1.0,"
NO ESA ES OTRA RATA NARCOURIBISTA",
elecbe,2.0,1.0,A mi porqué me sale los tuits de esta imbécil?🙃🙃🙂,
ToroDeArena,2.0,1.0,Nunca es lo mismo gonorrea solo q hay que tener coherencia bastardo,
darlizacastro,2.0,1.0,Ese insecto lo odio,
BolanoFabian,2.0,1.0,Malparido torcido hpta,
otrolt_avaladna,1.0,1.0, y si se me ocurre te voy a violar,
Aladerechaxmpre,2.0,1.0,"Hagamos una vaca para ayudarle a pagar, y le dejamos para unas 80 insultadas más a ese parásito",
Juanka4010,2.0,1.0,"Ya pareces mi papá a cada rato prometiendo cosas que ni va a cumplir, viejo pendejo",
Hamil_99,2.0,1.0,Sos estúpido.,
vuletichsm0,2.0,1.0,Ándate a vender mani hijueputa,
GuayabaOtra,2.0,1.0,"Parce este viejito tan mamon, ya que se joda!",
Gbarbetti_,3.0,1.0,"Tú estás peor, tu vida no vale nada, suicidate.",
ferrox1020,2.0,1.0,Queee va vieja mrk usted no es más que una inútil resentida,
Red__pensar,2.0,1.0,"El mongolico de twitter, Alejandro Cortes",
sugarba42292808,2.0,1.0,una perra como tu debe estar siendo usada,
_demo_cracia,2.0,1.0,ud es una vieja zorra,
militar_col,2.0,1.0,Más pendejo es usted que le cree a petro 🤣,
MiguelB092268,4.0,1.0,"Es de la banda guerrillera terrorista asesina de países comunista el hdp
",
AlbertNeri14,2.0,1.0,Saliste un mamahuevo de chamos asesinos,
Yoryitrue1,2.0,1.0,A leguas se nota que usted es un mongolico,
hyenaqueen,4.0,1.0,"es de las peores basuras que se nos coló al Congreso! Es que ni manguito llegó a tanto como está porqueria, infeliz! Rata falsa y mentirosa",
CJMOVI,2.0,1.0,"Y es que no mas con el encabezado de su Twitter, uno se da cuenta de lo pendejo que es...Jajajaja. Zooquete. ",
"adri_isabela
",4.0,1.0,"Cuando la propuesta la hacia el paraco mayor, todos con la jeta cerrada",
feloaiza3,1.0,1.0,"Sisas, le voy a dar un traque a esa Sapa perra ",
ARMAGED84,2.0,1.0,"ARRODILLADO TRIPLE HIJUEPUTA, LAMECULOS INUTIL, NO SERVIS PARA NADA",
davidCalonge3,2.0,1.0,"Joda retrasado, y sigue la perra. 🤣 Animal",
"daleokentiendo
",1.0,1.0,Nos tenemos es que matar Sapa hijueputa,
criticolombia,4.0,1.0,Cómo así que el comisionado Danilo Rueda es un “activista del ELN? Hp pero es que no hay ni un solo funcionario de este gobierno que no sea bandido?,
elmejorelturco8,1.0,1.0,A ustedes los deben es capturar o dar de baja,
LuchoCardenasCa,3.0,1.0,"MORITE MALPARIDO DE MIERDA! MALDITO IMPEDIDO DE LA TRES MIL PUTAS MIERDA, MALDIDO ENGENDRO, ME CAGO EN TUS FAMILIARES Y EN TODA TU DESCENDENCIA HIJO DE TU GRAN PERRA MADRE! ",
FelipeB19992067,4.0,1.0,"el general Oscar ""Coca"" Naranjo es un bandido",
"linaluna39
",4.0,1.0,"Andrés Escobar es un asesino, gatillero sicario es la verdad, puede denunciar a quien quiera pero no prosperará",
Kalomagno2021,4.0,1.0,"Usted gran malparido como no pudo acabar con el ejército cuando era terrorista guerrillero, lo está haciendo ahora poniéndolos indefensos como carne de cañón para que sus camaradas asesinos los masacren",
Jali_Cotrina,4.0,1.0,Si esto te parece “normal” eres un monstruo pervertido pedofilo y Pederasta!,
unchasqui,4.0,1.0,No hay q buscar mucho para saber q José Linares Cerón es un pedófilo. ,
ChrisZX_93,2.0,1.0,Este man es mongolico??? O q hptas jaja,
enriquek28,4.0,1.0,Hasta los animales perciben la maldad del guerrillero de Petro!,
ESCUDERODOMINGU,4.0,1.0,Que tomen todas las medidas contra esa rata,
"Ligia32506937
",4.0,1.0,"Yo admiraba a su padre, yo odio a una RATA oportunista como USTED!",
VelezTruck,2.0,1.0,Desadaptado pusilánime  si estas en desacuerdo en lo que opinas por que no cojea tus chicos y te largas a hacer estorbo en otra parte,
Miguelabc95,2.0,1.0,"si te dicen una mentira ( que hermosa) Malo, si te dicen la verdad (Fea) es malo,  en fin son muy difíciles porque tienen que ser así ",
Kaballota16,2.0,1.0,Mala hora para ese consejo su mama lo fuera tomado para no tener un hijo tan estúpido y atolondrado,
gus141051,1.0,1.0,Igual a usted lo vamos a dar de baja. O le inventamos alguna vaina para meterlo preso por traición a la patria.,
alf13870876,2.0,1.0,"No se payaso hp, así de desesperado esta malparido",
elaballarde ,2.0,1.0,"Llora perra llora , perra",
arispesarah1,1.0,1.0,"También te va llegar tu hora rataaaa , te juramos que va llegar tu hora",
yungtajada,1.0,1.0,"hoy se salvó el negro ese, un día no diré más nada y te voy a matar gonorrea",
sachita121212,2.0,1.0,"Tiene cara de matón de vereda, se cree protagonista de novela, se le moja la canoa, feminicida en potencia o mongolico seguro, ahora más idiota la vieja que se meta con ese neandertal.",
dmarcelasantos,2.0,1.0,Que imbecil arrodillado!,
elhammer1230,2.0,1.0,"callate estupido la pedofilia es un cancer, deja buscarle vueltas a tu pendejada idiota.",
Liceth05545181,2.0,1.0,"Comentario pendejo de un imbécil que ni vive aquí y se cree con el derecho de opinar, están hablando pedazo de atembado de la energía no de impuestos, cafre!",
chrrylmnd,2.0,1.0,Y así me alcanza pa mandarte a pedir junto con tu mamá. Gorda hijueputa,
RaguanHe,4.0,1.0,"
Fiscal bandido, criminal, el mandante es el pueblo 
Renuncie",
mbernals,3.0,1.0,PUTO FLORENTINO  ojala te violen asqueroso enfermo mental ,
CarlosAZarate,2.0,1.0,A lo bien que sos el propio imbécil…,
MividaSufre,4.0,1.0,"A VER RATA PANZONA GUEVARA, LO QUERES MAS CLARO?
NADIE SE PARECE A VOZ CORRUPTO, ASQUEROSO.",
QueGononeaParce,2.0,1.0,Eso no quita lo ESCORIA de persona que eres,
PabloClavijo16,2.0,1.0,Aparte de imbecil y tarado también esta loco,
"JesusDavidPac17
",4.0,1.0,Ya es hora que manden al mierda a ese impostor,
MIGUELANGEL01,2.0,1.0,"En la casa de la zorra de tu gran puta madre, pedazo de mierda.",
"IvonneMilenaGo
",4.0,1.0,"Este triple Paraco de dónde saca criterio para trinar. Gente, esta LACRA debería estar en cárcel.",
KarineAlomia,2.0,1.0,No sé por qué le cogí tanto fastidio a ese mugroso,
yougotofuck,3.0,1.0,Que persona tan hipócrita suicidese,
ImBigDaddy,4.0,1.0,"El asesinato por parte de terroristas en la UN de unos policías desarmados, es el inicio de una larga historia en la que la izquierda comunista, guerrillera, adoctrinada y asesina se adueña del poder, de las instituciones y en el proceso hace miserable a una nación.",
nidiadussan,2.0,1.0,"Este petardo se jodió, cizañero",
"eduar_clavijo
",2.0,1.0,Este le está ganando el puesto a bobo polo,
